,Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514
826,Hyper Local,Anita Kar,"Horrible food... No variety... Wanted to give ZERO stars...
Horrible food... No variety... Wanted to give ZERO stars...
Horrible food... No variety... Wanted to give ZERO stars...",1,"4 Reviews , 3 Followers",5/3/2019 15:06,0,
827,Hyper Local,Sai Raam Dindi,"Just have been here for a team lunch . They said they offer buffet and when we sit to eat , it's just one non veg starter and two veg starters . When we enquire they say that Sandwich is a starter..Lol .. and even the starters look like prepared for breakfast and served for lunch . Would never ever recommend this place for buffet . WORST EXPERIENCE. would have given 0 rating if it existed",1,"3 Reviews , 30 Followers",5/2/2019 13:01,0,
828,Hyper Local,Mantripragada Shalimithra,"I really want to give nill rating but i couldnt because zomato doesnt provide option. Please note that this is the second time i went to hyper local.1st time was my engagement party in feb2019, and we loved everything about the restaurant be it service,food quality ambience..i strongly insisted my friends for office party so we went on may1st..we took buffet and that was the worst decision that we took..firstly there was no food,we requested multiple times to refill but they didnt at all..next,service was tooooo poor they were not even responding.no plates,no bowls.food quality was worse..whatever the left over food they have in the bowl were not hot..note that i went at 1:30pm to restaurant. Fullyy disappointed for coming and wasting our day out",1,"4 Reviews , 50 Followers",5/1/2019 22:27,0,
829,Hyper Local,Smishra.funny,"it was an awesome experience.....the staff specially Nitish was really kind and attentive, food and beverage was really nice, thanks for the great experience....",5,"1 Review , 2 Followers",4/30/2019 15:03,0,
830,Hyper Local,Vedant Kasera,"Mr Nitish is very prompt and an excellent services done by him . Very courteous .

Great ambience , we love the food and the drinks .
GOT screening was good .",5,"9 Reviews , 5 Followers",4/29/2019 16:02,0,
831,Hyper Local,Yaksh Kishore,"Pathetic experience I have had in recent times. Arrived for buffet at 2pm I. Saturday afternoon. The food was cold as ice, no starters at the food table and support staff least bothered about checking on food and customers.

The only thing that was severed as per it's level was the welcome drink and unsatisfied food experience.

Until raising voice at the restaurant and threarting them on not paying the is when they got the attention and realized that shit food was cold.

Later is when they got the hot food which no variety and disappointed good experience.

Will not prefer anyone to visit this place and was a disappointing experience for a office team lunch and regret choosing this place as option.

Really disappointed",1,5 Reviews,4/28/2019 17:27,0,
832,Hyper Local,Survivingforfood,"Follow me on instagram :- Survivingforfood

Heyy peeps , was here for sunday late lunch , this is my first time visiting this place .

Ambience :- They have both indoor and outdoor seating as well , indoor was totally chilled and relaxed place where we have screening going on any movies or songs as it is IPL season mostly we can get to see the match screening . I loved the luxurious seating of inside which was so comfortable and we can lay back and enjoy our food .

My favourite seating was outdoor from where you can see the breathetaking view of greenary sky and sunset . The best view while having our food i soo loved it i completely had a pleasant view and seen some peacocks as well 😍 .

Rate :- Was not too pricey they are minimal .

Fooood :-

Green Veg galouti :- Never tried veg galouti so far always digged into non veg , but to my suprise i just enjoyed this dish as much i loved the mutton galouti . Best 5⭐️

Achaari Daal croquette :- Stuffed with daal and enjoyed the crispyness of it . 4⭐️

Chicken Taco :- My most favourite taco loved it stuffing thoroughly enjoyed it . 5⭐️

Moong daal cheese chilla :- it look alike taco but served with the moongdaal i never heard a dish like this but sometimes when you try anything new and you love it you definetly gonna try it back again 5⭐️

Cholebature :- Droolworthy 😋😋😋 5⭐️

Coming to the mocktails and cocktails :- The presentation was so amazing they come with such a unique names and confusing loved them 5⭐️

Service :- it was toooo fast i must tell you they just speed up and always available to serve and friendly too 5⭐️ Hyperlocal Hyd Hyper Local",5,"56 Reviews , 78 Followers",4/28/2019 15:37,26,
833,Hyper Local,Pavan Singisetty,The food is cold even after repeated requests for warm food. The service is pathetic and slow.. Am sure this place is going to close in couple of months. Will never visit again even if they offer free buffet. This was the experience of everyone who were at the restaurant this afternoon.,1,"3 Reviews , 27 Followers",4/27/2019 15:09,0,
834,Hyper Local,Anirudha| United.Food.Circle,"#UNITEDFOODCIRCLE

Delhi's famous local street food in Hyderabad!!

HYPER LOCAL has a fusion of modern yet local dishes which makes every foodie a must place to visit

They recently launched summer special cocktails which will blow your mind with there innovative ideas
Starting off with

+THYME OF YOUR LIFE : it's seriously a thyme in you're life this drink is as refreshing as u take a nice gentle massage your mood replenishes and keeps your day refreshed it's actually a gin based cocktail topped with Thyme which has a strong aromatic flavour of spices

+THE GREEN LANTERN: before one can think it as smoky melon but as soon as it arrives u get to know it's made with the green apple and green peas puree with a dash of vodka comes out in new soothing effect

+PIRATE PUNCH :the presentation is very pleasing it looks as a giant
drink of cocktail but it has its own dressing of pirate look inside the glass the drink is a Bacardi rum based with the combination of Indian herbs which just spice's up your palate and yes this drinks is also healthy

+BLOOD DIAMOND BLOODY MARY:is a drink for the people who likes to make their own cocktail ,it's actually a four different types of test tube which has a portion of Tabasco Worcestershire sauce ,tomato juice ,lime juice ,vodka which is poured out in a jar and shake it off really well and it's ready ,this drink had very pungent tangy flavour and just a tease of mustard can be know

+GOLDEN TRUMPET BEER COCKTAIL :the beer is poured into a truck shaped container which is very appealing to see and tastes spicer along with a zest of herbs

********
Coming towards the food HYPER LOCALs most popular dishes
•vegetarian
÷chole bhature : one of the most popular dishes in Delhi region it's a must dish to opt for ,the bhature here are thick and fluffy with is perfect for dipping in the chole along with aloo in its side is very satisfying dish one should have here

÷Aloo tikki chat : another dish which is also very popular in Delhi region this tikka had good chunks of aloo in it with a beautiful presentation everyone will surely want it

÷Achari daal croquette :this crispy golden brown croquette have a savoury flavour tastes best with mayonnaise along with green chutney #my recommendation

÷moong daal cheese chilla :this pancakes made with moong dal stuffed with cheese is great option for breakfast and lunch

÷chole calzone:this Italian folded pizza has an indianised version of chole inside with the combination of chole and cheese brings out a tastyful delight

•non-vegetarian
=Mutton galouti kabab: an dish which needs no explanation ,it's a signature dish which has ample amount of spices in the minced meat ,it just melts in your mouth as butter melts on heat ,the presentation of the dish a top notch

=shahi malai tikka :this dish is milkier version of chicken tikka the chicken is drenched on a mixer of cream , yoghurt , cheese , ginger and garlic paste then heat it on grill it's mostly more milder than spicy version

=Chicken tikka :the chicken is well dressed in spices and grilled it was very spicy than compared to the shahi version

All the above dishes are unique in its own

TOTALLY RECOMMEND - ""chole bhature ""my choice

UNITEDFOODCIRCLE ™

Deepak Belel",5,"66 Reviews , 260 Followers",4/26/2019 13:26,8,
835,Hyper Local,Sonam Bharti,lovely place decent Ambience the food is really good one of the best service in the city in hyper local Nitish was really amazing overall order super spicy wings chicken tikka pizza really very good thanks Nitish will visit again,5,"1 Review , 5 Followers",4/25/2019 1:19,0,
836,Hyper Local,Moumita Ghosh,"Review :

Recently we've received an invitation from Hyper Local. It's on the 3rd or Top Floor of SLN Terminus, Gachibowli, just next to Platinum Cinemas. The place is located in a good, open area and has both indoor and outdoor sittings to offer. And if you go there before Sunset, you can enjoy the dawn. The Ambiance is pretty good, with:

Full Bar

Nightlife

Live Music

Private Dining Area Available

Wi-Fi

Live Sports Screening

Indoor Seating

Smoking Area

Buffet

If you are looking for a full hangout with friends or office colleagues, this is the perfect place. Their food is pretty good, with reasonable price. I find the prices are on the lower side, than any other nearby cafes.

They are serving IPL Live Screening with Bucket Bonanza where you can get 4 pints of Beer including a veg/non-veg starter. But you need to remember the Entry is restricted to adults, no kids allowed.

Anyway, yesterday, I went to keep the invitation. It was around 6:15 pm and almost empty as the crowd starts after 8 pm anyday. I asked to serve their specialty, so they advised me to try thier special mocktail and cocktail. First, they served LSD, which is a kickoff cocktail, made with 5 types of liqueur, like Gin, Vodka, Tequila, Rum & Triple Sec. and made with freshly squeezed Orange juice. Triple sec is an orange flavored liqueur, made from the dried peels of bitter & sweet oranges. And with the use of Fresh Orange juice, the cocktail taste was so good and strong as well. I was eagerly waiting for the Mocktail. Thought of trying the non-alcohol drink first, then the cocktail. The mocktail was served along with Chicken Taco.

The mocktail was made with Fresh Kiwi & Mint. The flavor of fresh ingredients were significant, made the drink so refreshing. Usually in bars, they use the syrup but here they use the fresh ingredients which made their drinks really nice.

After that I tried their Chicken Taco. Those Tacos were made for Indians, so you can't get the blunt taste, but the real fusion works here. Those Tacos were stuffed with Indian spiced grilled Chicken and topped with mint raita and served in Malabar Ghee fried Parotas. Taste wise they were so good, but the only thing which bothered me, the Malabar Parota. As the parotas have layers, so it was difficult to hold the entire thing. so, I suggested to use plain Wheat Four/Maida Tortillas, I believe the taste will also go better with the Indian spiced Grilled Chicken. And yes, the Tacos were too filling, I could have only 2 of them.

Now it's time for the Cocktail, which was literally inviting me to taste it. And believe me it was kicking off,so strong, but nice Orange flavored & very refreshing. I could only finish the 3/4th of the entire portion.

The stuff were insisting me to try something else on food. I left it on them, so they suggested me to try their signature dish Chicken Sambousek, what is that? That is Baharat Spiced Chicken Keema cooked & folded in spring roll sheet and then deep fried. Served with 3 types of dip, Mayo, Mint raita & Sweet Tamarind & saffron chutney. I liked to try these Sambousek with sweet Tamarind chutney, it went so well together.

Now you might be wondering what Baharat spice is? As per the Chef, the word baharat actually means ""spices"" in Arabic and not a single spice, but a blend of several spices. In this blend you can find black pepper, coriander, paprika, cardamom, nutmeg, cumin, cloves, and cinnamon. So, the chicken keema was cooked with these spices. Though the Sombousek looks pretty similar with Samosa, but the taste was very different. And that's why the 3 different types of dips were served.

I felt the food quality & quantity is quite enough & satisfactory as per price. Definetly overall 4.5 out of 5.

Already written about the ambiance : 5 out of 5

Location is also easy to reach : 4.5 out of 5

Service was a Professional & efficient : 5 out of 5

As per my experience, young people have a great option for a Bar Cum Restaurant which serves both quanlity & quantity of food & dink on reasonable price, with nightlife & live screening & beautiful ambiance.",5,"16 Reviews , 668 Followers",4/24/2019 17:23,5,
837,Hyper Local,DS Singal,They have worst north indian food i believe. Spoiled my birthday mood since i am punjabi and ordered north indian food. But other than that chinese and continental was good. Their safe sex on beach deink is great just.,3,"9 Reviews , 2 Followers",4/24/2019 1:24,0,
838,Hyper Local,Suparna Banerjee,"Monday blues can go away if the day ends a relaxing note and on top of that when you have GOT being screened then things get better. Yes you heard it right they are screening the latest season of GOT. I had received an invite from this restaurant for review on their summer special menu of cocktails, yes they have a new menu for that to try now. They are ""fancier than you are"". 😎😉🙂

I ordered for 🍅🍸 Blood Diamond Bloody Mary to start with which was different when they added Dijon Mustard. You can taste the mustard twist and smell the coriander leaves in the cocktail. The bartender brought the ingredients in test tubes, mixed it all up on the table and shook it just before serving. My next cocktail was Thyme of Your Life, well that had quite an interesting presentation with dry ice. Now, this drink actually gives you a kick 🙃😜🤪 in first sip itself. The 🍑 🍸 peach and vanilla flavours makes it refreshing but the thyme gives the twist in the taste. I would definitely recommend this beautifully presented drink. Coming on to the food- after going through the menu for a long time I finally ordered the Indianised version of Pasta- Fusili in Kasuri Methi and Coriander sauce. The name seemed to be different and you get a very light aroma of methi and coriander seeds being infused in the cream sauce. It was full of medium size diced veggies like- Zucchini, bell peppers, broccoli and 🍄 mushroom and sprinkled with very finely chopped coriander served with 2 slices of garlic bread 🍞 😋.

It was good experience on my first visit. The staff was courteous, polite and very patient with their guests. Overall I would like to rate it 4/5. You should definitely try this place for hangouts.",4,"72 Reviews , 2050 Followers",4/23/2019 21:43,5,
839,Hyper Local,Ashwani Kumar,Amazing place and best to chill out with friends.Specially the outdoor ambience we simply loved it as well as the food was also nice and along with the service,5,"4 Reviews , 27 Followers",4/23/2019 13:46,0,
840,Hyper Local,Ashish Choudhury,Food is delicious and great hospitality too by Sandeep. Would recommend others to come over here and taste the delicious dishes.. and friendly staff thanks all of you ....,5,"1 Review , 2 Followers",4/22/2019 20:49,0,
841,Hyper Local,Sudipta Routray,Nice place to hang out... Food was really good as well as drinks.. Ambience and music was really good..Loved the DJ for friday night.. worth visiting the place.,4,"14 Reviews , 12 Followers",4/22/2019 14:25,0,
842,Hyper Local,Saikrishna Arvapally,As here the food was good and they serve all the cusines chinese north and hyderabadi and buffet the chinese dishes were delicious compared to others can go with friends for hangout,4,"25 Reviews , 622 Followers",4/22/2019 13:06,0,
843,Hyper Local,Mugdha,"Went on a Saturday night. It was ladies night. I enjoyed the feel ambience, music and dance floor. I wish there could be a better system for ladies night rather than queuing up across bar counter n shouting to be Heard amongst over enthusiastic young ladies pushing you around.
Feel was just right n Music was bomb.. danced till we drop",4,"28 Reviews , 24 Followers",4/21/2019 10:45,0,
844,Hyper Local,Mahesh Kumar Unnam,Pizza is good...nice staff...ambiance good but better to visit night time to see the beauty of lights...place is very quiet during day time.,4,"10 Reviews , 5 Followers",4/21/2019 7:01,3,
845,Hyper Local,Joy Ghosh,Excellent Drinks and some great starters suggested by the courteous staff.. Superb Ambience... Must visit for all and come long with family to have some good time...,5,"21 Reviews , 163 Followers",4/20/2019 17:54,2,
846,Hyper Local,Sonu Anand,"Food - 4/5
Ambience - 3.5/5
Service - 1/5

I visited the place last week. The food was tasty and so was ambience but I have serious concern with the services.

We asked for regular water , and they brought dirty, stinky water just to sell the bottled water. The waiter made facial remarks as in this is what you get for free.

It was highly irresponsible.
Also we had to literally beg them to bring the cheque.

Please train your staff if you want to .",2,2 Reviews,4/20/2019 16:10,0,
847,Hyper Local,SANDEEP RAJ (THE FOODIES),"Nice place for hangout.............. and sevice was too great, n server nitish is treat like as friend.....
And his suggestions is very amazing ..... So plz meet him before service..........",5,"7 Reviews , 597 Followers",4/16/2019 17:03,0,
848,Hyper Local,Shalu Singh,Amazing place to chill. Live music and ambience is up to the mark. Food is fine. They should include some options in mocktails and drinks. Overall a good place to hangout with friends.,4,"25 Reviews , 40 Followers",4/14/2019 15:52,0,
849,Hyper Local,Mohammed.taranum,One place to order pasta when you’re hungry in office also stomach filling with two toasted breads if your hungry want to order something quickly without scrolling down much just order it and wiat for the food,3,"66 Reviews , 1556 Followers",4/12/2019 19:41,0,
850,Hyper Local,Anshuman Sahu,Menu needs a major overhaul. Not for a large group of people. Not for everyone due to limited items in menu. Mocktails are damn expensive. Ambience not as good as few competitors.,3,"6 Reviews , 7 Followers",4/11/2019 21:28,0,
851,Hyper Local,Kumarsunil Kasta,The place is within the SLN mall in gachiwali.we took the inside seating.the ambience is petty coll.we had couple of beer & long island ice tea with chi 65 which is yami👍,5,"5 Reviews , 79 Followers",4/11/2019 16:31,0,
852,Hyper Local,Nag Vamc,"There is a cafe named Hyper Local Cafe in Manikonda ,I don’t know if this belongs to the same one but went to this place with certain expectations but was disappointed...it has quite a good experience,especially outside there is a nice setup ,leaving that apart ,food was not upto the mark ,Had Butter Naan and two chicken curries which really didn’t make me happy..they can improvise and can work on the taste

Food: 2.5/5
Ambience:4/5
People:4/5",3,"62 Reviews , 116 Followers",4/11/2019 2:37,0,
853,Hyper Local,Naina Hussain,"Hyper Local is the perfect place for a Saturday night for a party scene. Great ambience, a dance arena with a good dj and a tv screen for those cricket buffs in d group. They have everything for everyone. The fries are a must try with the lavish assortment of drinks served here.",4,"5 Reviews , 3 Followers",4/9/2019 23:16,4,
854,Hyper Local,Ashok Das,The experience here was so good. The managing staff were really polite to every single person. the food was wayyy too good and the ambience was beautiful too. Had a lovely experience.,5,"1 Review , 1 Follower",4/9/2019 13:10,3,
855,Hyper Local,Roshankumar198611@gmail.com,A great place to have fun good food variety of choices grand menu caring staff.wonderful ambience the best part I liked about the place in the use of space for marketing and customer handling everything is just superb staff were very polite and friendly,5,5 Reviews,4/9/2019 12:47,0,
856,Hyper Local,Bramha Reddy,Best place to party in town hyderabad Gachibowli SLN Terminus... Great service.. Good food.. Nice ambience.. New place in SLN Terminus.. We had a great time with my friends.... Outside area looks amazing.... Thanks you so much guys team hyper local........ See you soon.........................,5,"2 Reviews , 36 Followers",4/9/2019 11:51,0,
857,Hyper Local,Rajitha Mani,"I had the worst experience here on April 5th, 2019. I came here with my friends. They first served cold non veg platter. However, the worst came in when we ordered Momo's. The container had three cockroaches running around. We returned it immediately. The music was pathetic as well. We left the place as soon as we could.",1,2 Reviews,4/7/2019 21:22,0,
858,Hyper Local,Ankita,We liked the chhole bhature as it was not at all oily. They serve good Italian dishes as well. Pizza crust is baked well. Service can be improved.,4,"10 Reviews , 8 Followers",4/7/2019 17:29,0,
859,Hyper Local,Deepika,"Bartenders are very courteous and well behaved. Great place to hangout on Saturday night.
Good crowd and beautiful indoor and outdoor seating is available.
Service is really good.
Starters are good!",5,"10 Reviews , 4 Followers",4/7/2019 13:33,0,
860,Hyper Local,Himakar Yv,"They have this amazing IPL offer
600 for 4 pints & french fries
Nice ambience
A bit expensive otherwise
The view is really good spanning the whole city",3,"49 Reviews , 284 Followers",4/7/2019 3:22,1,
861,Hyper Local,Anmol Singh,"Oh my God, what a horrible place. They have cordoned off small place in the corner and made that a bar. And in the name of making a bar all they have done is put some tables and very high volume speakers inside. They serve cocktails, but I would rather drink water than those cocktails. 4 of us, ordered 8 cocktails and two drinks. Cocktails including lit (a glass of Ice and very little juice, cost 650) sotb, (a glass of Ice with a little of some another juice) old fashion (even smaller glass of Ice with a slice of orange) and pinacolada( this I've no idea what they put for the white color, apart from that it was bad juice again). 3 of us were not even a slightest bit high.

All this said when asked for way to washroom you are directed outside to the mall washroom!

Again that being said, when the bill came it seemed a little strange to me (we had two zomato gold discounts) when asked why they have not included the highest price drink in the 2+2 discout the answer strangely was- ""because its the highest priced drink!!"" (did not even act as if it was the mistake accepted it square faced that it was a ruse to cheat your customer) when I implored further the waiter went inside and got it corrected!

During all this while the place is so loud and there is no place in the pub to even make the waiter understand of what we are saying to which we had to go out of the place to have that bill conversations, I guess that too is the part of the cheating plan.

Be aware people. Avoid this place.",1,"6 Reviews , 59 Followers",4/6/2019 12:16,0,
862,Hyper Local,Sanika Samant,"The drunch trend has picked up in Hyderabad and Hyperlocal has joined in too.
The ambience is good although the place is pretty small and a bit cramped up. The utilisation of the limited space is done well. A good place to chill with your drinks and watch the sun set.
Moving on to the food: we tried the newly launched Drudge menu. Priced at Rs.1200, this was an expensive affair. However if you are early I.e before 4:30 pm then you can avail the same drunch for ₹ 799.
They had a theme which Revolved around Delhi Street food.
The drinks menu was lovely and so were the drinks. We tried a couple of them and the mocktail of the day was the kiwi mint cooler.

The buffet Consisted of golgappe, Dahi bhalle, Sev puri, bruschetta, mini veg and non veg pizza, Dahi kachori, chole bhature, red Thai curry with rice, chicken tikka, fries, noodles and chicken tikka pockets.

Golgappe, Sev puri and dahi bhalle very really tasty and had that typical street food taste. Dahi kachori was a complete let down.
The bruschetta stood out and pizza was average.
Chole bhature were okay but the bhature weren't crisp.
The red Thai curry was a complete let down and tasted like a Chinese preparation.
Noodles were randomly kept with no gravy.
The chicken tikka pockets were dry.
The chicken tikka was good and marinated very well.
Overall the management needs to put a lot of thought in the menu planning as it the menu as a whole didn't go together. The idea of having so many chaat items for a drunch menu just doesn't sound correct.
The music was extremely loud for the place.
Overall we had a below average Experience.

Based on the drunch menu I would rate it 2.5/5",3,"250 Reviews , 1454 Followers",4/6/2019 0:44,10,
863,Hyper Local,Roy Burmon,"Been here with office colleagues, overall a good place to hangout with a gang. But the sitting arrangements during day time is very tight as people would want to dine inside rather than out in the hot sun.

The food was excellent in taste, The chicken dum biriyani had a very different taste and I loved it.",4,"17 Reviews , 25 Followers",4/3/2019 14:38,0,
864,Hyper Local,Mahesh Kumar,The service captain Roshan was very friendly and helpful to order non veg plater mutton curry and chicken Biryani and drinks very good I am very happy thanks Roshan visit again,5,"1 Review , 1 Follower",4/3/2019 11:24,0,
865,Hyper Local,Mukesh Chef,Lovely place with decent ambience the food is really good one of the best service in the city in hyper local roshan was really amazing overall ouder dahi kebab chilly paneer super spicy wings really very good thanks roshan will visit again,5,"1 Review , 1 Follower",4/3/2019 2:27,0,
866,Hyper Local,Amit Kumar,Want on Saturday night has a good outdoor seating the service staffs where helpful quick service hot @ fresh food was good fish tikka mutton glooti smoked chicken pizza was excellent overall I have an awesome experience service is very nice thanks Roshan will visit again and again,5,"1 Review , 2 Followers",4/3/2019 2:01,0,
867,Hyper Local,Pawankumar Kumar,This is a quite happening place with good food and perfect ambience order tawa fish fry and chicken tikka and pasta verry good service all so very good thanks Roshan coming agen,5,"1 Review , 3 Followers",4/3/2019 1:40,0,
868,Hyper Local,Mithilesh Kumar Mithilehs Kumar,Simple and elegant ambience polite staff food was really verry good music also good food menu verry less add more food menu service was verry good thanks Roshan coming agen and agen,5,"1 Review , 3 Followers",4/3/2019 1:28,0,
869,Hyper Local,Raviteja Chinnu,"The place is good not the staff (untrained), few of the staff behave like we owe them some money and they are doing a favour for us , even though music and ambience are good",1,"1 Review , 15 Followers",4/2/2019 22:23,0,
870,Hyper Local,Vyshnavi Yarlagadda,"We went for a birthday party, we ordered the drinks , the alcohol was very less so I called the bearer, informed about my issue. And guess what he said “Apke paise se Bacardi or coke hi milega “ and drink was for 349, what I paid for that drink!

Although the manager was sweet enough to get me another drink.",1,"1 Review , 1 Follower",4/2/2019 21:04,0,
871,Hyper Local,Kumuda Naidu,"Simple and elegant ambience ,
Polite staff ,
Food was really good ,
Especially the non-veg platter must try theme !
Comfortable seating .
They really make the best and must try cocktails, they just enjoy serving their new trials with cocktails , served as complimentary for me when they tried it and the immediate minute it’s worth an order of it !",4,"30 Reviews , 21 Followers",4/2/2019 19:35,1,
872,Hyper Local,Hasini,Its a decent place for dinner. Decors and the service is average but the food is good. And the bar is fully loaded with great drinks. And the offers are also very attractive.,3,"3 Reviews , 2 Followers",4/2/2019 12:30,0,
873,Hyper Local,Vineet R,"Tried two places in same venue on Saturday evening. In Hyper Local first, Seated outdoor as inside is little loud to my taste at 6:30pm.Ordered drinks and snacks, spicy chicken wings very hot, average taste (3/5), chilly cheese toast-drab dry (3/5). Drinks front my friend ordered small rum since its happy hour got one plus one, I got my beer then as last order for happy hour ordered large vodka, after getting one when asked for plus one - reply is oh we assumed you asked us to make one large out of two small!!!!!!. Now OK I can forgive that its misunderstanding suddenly we get the check asking to pay up while still having our drinks. When told we have not asked for same and may be want to eat and drink more reply received is oh but we have policy after happy hour everyone has to pay and if required restart new billing.

People who made this place have spent money sadly should have visited good places around world to see its not only ambiance to nonsense music but food quality and service quality which makes reputation. Good bye for ever.",1,"98 Reviews , 407 Followers",4/1/2019 10:42,0,
874,Hyper Local,Rishi Chauhan,I had a very experience related to the hygiene of the place. We were in the balcony when we saw cat walk through the separation (it separates balcony from the bar). We told the person serving us and he said that the cat often comes here and does nothing. You don't have to worry about anything. Till that time we had ordered our food. But seeing the cat walk by and no one batting an eye we cancelled the order and walked out.,1,"7 Reviews , 3 Followers",4/1/2019 2:01,0,
875,Hyper Local,Parijat Ray,"We have ordered Mutton Galouti, Chholey calzone, Pesto roast vegetables pizza and Penne arrabiata (chicken). The detailed review are as follows:
Mutton Galouti: Enriched with spices, made up of succulent meat. Don't try if you don't like spicy food.
Chholey calzone: A treat to the taste buds. Kulcha pockets filled with chholey.
Pesto roast vegetables pizza: A thin crust pizza with adequate amount of toppings.
Penne arrabiata ( chicken added separately ): Nice cheesy pasta loaded with vegetables and chicken.
Nice ambience and satisfactory service.",4,"146 Reviews , 333 Followers",3/31/2019 23:57,4,
876,Hyper Local,Satyam Kumar,We are at hyper local for lunch and was really great experience. Had order sahi malai tikka. mushroom. corn pizza. Chicken salad & chicken biryani was amazing the offer was really really amazing and awesome service provid me for Mr.Nitish kumar and good ambiance. And recommend for all and. Will visit again definitely thank u for the great experience,5,"1 Review , 1 Follower",3/31/2019 10:53,0,
877,Hyper Local,Gopi Sahu,Great place to hangout....music choice is also better.one can thoroughly enjoy over there..Mr nitish Kumar who was serving as a perfect gentleman.really liked the service..must visit place.,5,1 Review,3/31/2019 1:04,0,
878,Hyper Local,Rahul Roy,Prefect ambience.tasty food.awesome crowd.Nitish kumar served us very well.A must visit place in hyderabad.had a great time here with friend.everything here was just perfect......,5,1 Review,3/31/2019 0:56,0,
879,Hyper Local,Ruchi Pawar,Service is good by Nitish..excellent Ambience and testy food..Worth trying all the Beverage.. timely service and politeness by staff..... worth trying this place especially on Saturday,5,1 Review,3/30/2019 19:50,0,
880,Hyper Local,Kalpana,Always have good time at hyperlocal. This time served by Nitish and had good service.very polite and recommends best food based on your choice.. good atmosphere,5,"1 Review , 6 Followers",3/30/2019 16:07,0,
881,Hyper Local,Anusha Sinha,"Priced reasonably like all other cafes nearby.
The food was good. Full marks for presentation.
The service was great.
The ambience was good.

All in all, it's a good place to hangout. I'd rate food 3/5 though.
Ambience 4/5.
Location 4/5.",4,"42 Reviews , 49 Followers",3/30/2019 10:28,6,
882,Hyper Local,Abhishek Kumar,"Crap food, less varities, and no drinks in buffets. Not recommended at all. Not recommended at all. Not recommended at all. Not recommended at all.",1,"19 Reviews , 1 Follower",3/27/2019 13:57,0,
883,Hyper Local,Koushal Koshik,"Had a great time dining at hyper local. The Non-veg platter, chicken tikka and Assorted wings,were very tasty all food.. Our server for the day, Nitish Kumar was very prompt and friendly.",5,1 Review,3/26/2019 23:29,0,
884,Hyper Local,Varun Chandrasekharan,"One of the worst restaurants in Hyderabad. Very bad service and they didn’t have most of the things that they specified on their menu card. Took friend for lunch there thinking to have good time, but was one of the worst times.",2,"7 Reviews , 26 Followers",3/25/2019 18:50,0,
885,Hyper Local,Shreshth Malhotra,"Visited Hyper Local for their newly launched Drunch buffet. The buffet spread is valid for weeekends and costs nearly 1200/- per person. The place itself is located in a good, open area inside SLN terminus and has both indoor and outdoor sittings to offer.

My experience with their food was decent. The Drunch layout comprised of North Indian inspired starters such as Dahi Bhalle, Dahi Vade, Gol gappe as well as Papdi chaat. I would have to say that they gave a decent shot to all these things. My favorite of the lot was their Golgappe.

Speaking about their main course, they had a really limited options consisting of Chole Bhature, Veg Hakka Noodles, Red thai curry, Chicken pizza, Steamed Rice, Chicken tikka, Chicken wings and Chicken pockets. Looking at the price of the drunch, I feel a bit more items should have been on offer. Their Chicken pizza and Chicken tikka were simply delicious. However, they need to work upon their Thai curry and the availability of other items in the layout.

The best part about the place was the drinks section. Loved the preparation of Wet Garden cocktail, Sangria and Cranberry Cooler. Special mention to the bar tender for a lovely range of drinks. One can give a try to their drinks whenever you get a chance to visit the place.

All in all, the experience would have much better if there would have been additional veg appetizers and a few main course dishes. Happy eating. :)",3,"275 Reviews , 1989 Followers",3/25/2019 15:50,0,
886,Hyper Local,Tavleen Kaur Gandhi,"Hyper Local is situated in one such building which has various lounges and pubs. Despite that it has a reputed name and hype.
The place is widely spread evenly with three sections. Two sections on the inside and one section in the outer rooftop area.
The first inside section is inspired by the retro style whereas the other section is nearer to the bar. The two sections are contrasting with each other. The bar area is lighted up and you can grab your drink from there and even enjoying the bartender or the barmaid making your drink.
Hyper Local has introduced the trending ""Drunch"", a sundowner party on Sundays from 3pm to 7pm.
It includes unlimited food and drinks in Rs 1200/_.
The food for the drunch has a selected menu which comprises of starters, main course and dessert.
The drinks menu is wide though and has classic presentations.
Coming to food.... The menu is inspired from the Delhi region thus has the typical Delhi Street Style starters like Gol Gappe, Papdi Chaat, Matar Kulche,
Chole Bhature, and Dahi Vade.
The main course has a subtle style including Thai red curry, noodles, rice, chicken pockets, chicken tikka.
Dessert had the yummiest chocolate pastry which was very soft and yumm.
Drinks were amazing here. My personal favourite was Pina Colada, Fall Alert and Sangria wine from the menu.
Hyper Local is also streaming Live IPL matches so its a perfect blend of enjoying the match with food and drinks at your service at a place with lit Ambience.
Recommended!!!",3,"111 Reviews , 568 Followers",3/25/2019 10:29,15,
887,Hyper Local,Dian Shmilev,I tried to visit the place and asked the waiters if we can use the 2+2 on drinks for non alcoholic drinks as well. The waiter informed us that it is not possible but if we want we can switch to 1+1 for starters. Then a new waiter came and upon ordering he informed us that this is impossible but what was even more frustrating was that he started speaking in Hindi despite the fact that it was obvious that we don’t speak Hindi. Of course we left immediately and don’t think that will ever come back.,1,"5 Reviews , 3 Followers",3/24/2019 22:58,0,
